,machine_id,link
24,5aa02ae20b69690001001de2,https://app.augury.com/#/machines/5aa02ae20b69690001001de2
25,5ac4de4cd8122900012cff2f,https://app.augury.com/#/machines/5ac4de4cd8122900012cff2f
26,5ac4d6fbd8122900012cfeac,https://app.augury.com/#/machines/5ac4d6fbd8122900012cfeac
27,5ad31889a88534000158662f,https://app.augury.com/#/machines/5ad31889a88534000158662f
28,5ad340f71e1fb2000105bc4e,https://app.augury.com/#/machines/5ad340f71e1fb2000105bc4e
29,5ae1721aa6682000014caa89,https://app.augury.com/#/machines/5ae1721aa6682000014caa89
30,5ae17219a6682000014caa70,https://app.augury.com/#/machines/5ae17219a6682000014caa70
31,5b0c2150cc977800014f6e66,https://app.augury.com/#/machines/5b0c2150cc977800014f6e66
32,5b0c20d016b70d000188ff3f,https://app.augury.com/#/machines/5b0c20d016b70d000188ff3f
33,5b0c204816b70d000188ff3b,https://app.augury.com/#/machines/5b0c204816b70d000188ff3b
34,5b0c214416b70d000188ff43,https://app.augury.com/#/machines/5b0c214416b70d000188ff43
35,5b0c2070cc977800014f6e60,https://app.augury.com/#/machines/5b0c2070cc977800014f6e60
36,5b195a98dc368400012d4dfc,https://app.augury.com/#/machines/5b195a98dc368400012d4dfc
37,5b195aa3a13a050001ffd1ba,https://app.augury.com/#/machines/5b195aa3a13a050001ffd1ba
38,5b2a6339d869830001757c59,https://app.augury.com/#/machines/5b2a6339d869830001757c59
39,5b2a652ed869830001757c7a,https://app.augury.com/#/machines/5b2a652ed869830001757c7a
40,5b2a6b9fcfd1f40001f289b4,https://app.augury.com/#/machines/5b2a6b9fcfd1f40001f289b4
41,5b2a66cacfd1f40001f28994,https://app.augury.com/#/machines/5b2a66cacfd1f40001f28994
42,5b2a663dd869830001757c81,https://app.augury.com/#/machines/5b2a663dd869830001757c81
43,5b2a6c9cd869830001757cb9,https://app.augury.com/#/machines/5b2a6c9cd869830001757cb9
44,5b2a687fd869830001757c8c,https://app.augury.com/#/machines/5b2a687fd869830001757c8c
45,5b2a628bd869830001757c51,https://app.augury.com/#/machines/5b2a628bd869830001757c51
46,5b3f99cea660d10001e4b181,https://app.augury.com/#/machines/5b3f99cea660d10001e4b181
47,5b69bd28c0448f000135e9fe,https://app.augury.com/#/machines/5b69bd28c0448f000135e9fe
48,5b69bd35c0448f000135ea04,https://app.augury.com/#/machines/5b69bd35c0448f000135ea04
49,5b7c1f53487d1b00013665c6,https://app.augury.com/#/machines/5b7c1f53487d1b00013665c6
50,5b7c1f93ad1ba30001f122ab,https://app.augury.com/#/machines/5b7c1f93ad1ba30001f122ab
51,5b7c1faa487d1b00013665cc,https://app.augury.com/#/machines/5b7c1faa487d1b00013665cc
52,5b7c1f7aad1ba30001f122a7,https://app.augury.com/#/machines/5b7c1f7aad1ba30001f122a7
53,5b7d5acf2fc820000149b789,https://app.augury.com/#/machines/5b7d5acf2fc820000149b789
54,5b7d5add2fc820000149b78d,https://app.augury.com/#/machines/5b7d5add2fc820000149b78d
55,5b7d7c532fc820000149bb59,https://app.augury.com/#/machines/5b7d7c532fc820000149bb59
56,5b7d7c532fc820000149bb55,https://app.augury.com/#/machines/5b7d7c532fc820000149bb55
57,5b7d5ac32fc820000149b784,https://app.augury.com/#/machines/5b7d5ac32fc820000149b784
58,5b7d72dd2fc820000149ba96,https://app.augury.com/#/machines/5b7d72dd2fc820000149ba96
59,5b7d5ae72fc820000149b791,https://app.augury.com/#/machines/5b7d5ae72fc820000149b791
60,5b7d7c542fc820000149bb5d,https://app.augury.com/#/machines/5b7d7c542fc820000149bb5d
61,5b86a4ff9e78f800010fab2b,https://app.augury.com/#/machines/5b86a4ff9e78f800010fab2b
62,5b86af06f8c6eb00015e5cbd,https://app.augury.com/#/machines/5b86af06f8c6eb00015e5cbd
63,5b8ff8316bf4f9000146e43a,https://app.augury.com/#/machines/5b8ff8316bf4f9000146e43a
64,5b92a79f6bf4f9000147355b,https://app.augury.com/#/machines/5b92a79f6bf4f9000147355b
65,5b9016227772b400012a3a9f,https://app.augury.com/#/machines/5b9016227772b400012a3a9f
66,5b9016107772b400012a3a9b,https://app.augury.com/#/machines/5b9016107772b400012a3a9b
67,5b92a6fe7772b400012a8a8d,https://app.augury.com/#/machines/5b92a6fe7772b400012a8a8d
68,5ba2a2ea4166b60001dc33c4,https://app.augury.com/#/machines/5ba2a2ea4166b60001dc33c4
69,5bc7864e4b6c050001956a82,https://app.augury.com/#/machines/5bc7864e4b6c050001956a82
70,5bc7855a4b6c050001956a7a,https://app.augury.com/#/machines/5bc7855a4b6c050001956a7a
71,5bd74b33d2b56c00014618e5,https://app.augury.com/#/machines/5bd74b33d2b56c00014618e5
72,5bd87112f11b480001f0a108,https://app.augury.com/#/machines/5bd87112f11b480001f0a108
73,5be9b02be6774f0001bf85ed,https://app.augury.com/#/machines/5be9b02be6774f0001bf85ed
74,5be9b057e6774f0001bf85f2,https://app.augury.com/#/machines/5be9b057e6774f0001bf85f2
75,5be9b1c8e6774f0001bf85fd,https://app.augury.com/#/machines/5be9b1c8e6774f0001bf85fd
76,5be9b36c2cdb1500013c934b,https://app.augury.com/#/machines/5be9b36c2cdb1500013c934b
77,5be9b37fe6774f0001bf8684,https://app.augury.com/#/machines/5be9b37fe6774f0001bf8684
78,5be9fa822cdb1500013c9bbe,https://app.augury.com/#/machines/5be9fa822cdb1500013c9bbe
79,5be9fb5b2cdb1500013c9bf8,https://app.augury.com/#/machines/5be9fb5b2cdb1500013c9bf8
80,5be9fd3b2cdb1500013c9c1c,https://app.augury.com/#/machines/5be9fd3b2cdb1500013c9c1c
81,5be9fd63e6774f0001bf902c,https://app.augury.com/#/machines/5be9fd63e6774f0001bf902c
82,5be9fdd7e6774f0001bf9034,https://app.augury.com/#/machines/5be9fdd7e6774f0001bf9034
83,5be9fde02cdb1500013c9c24,https://app.augury.com/#/machines/5be9fde02cdb1500013c9c24
84,5be9fe33e6774f0001bf903c,https://app.augury.com/#/machines/5be9fe33e6774f0001bf903c
85,5be9feda2cdb1500013c9c2c,https://app.augury.com/#/machines/5be9feda2cdb1500013c9c2c
86,5be9feeae6774f0001bf9042,https://app.augury.com/#/machines/5be9feeae6774f0001bf9042
87,5be9ff5fe6774f0001bf9056,https://app.augury.com/#/machines/5be9ff5fe6774f0001bf9056
88,5be9ffa62cdb1500013c9d1e,https://app.augury.com/#/machines/5be9ffa62cdb1500013c9d1e
89,5be9ffb22cdb1500013c9d25,https://app.augury.com/#/machines/5be9ffb22cdb1500013c9d25
90,5be9ffd5e6774f0001bf9129,https://app.augury.com/#/machines/5be9ffd5e6774f0001bf9129
91,5beaf0d82cdb1500013cbcbd,https://app.augury.com/#/machines/5beaf0d82cdb1500013cbcbd
92,5beaf15de6774f0001bfb19b,https://app.augury.com/#/machines/5beaf15de6774f0001bfb19b
93,5beaf8332cdb1500013cbe1c,https://app.augury.com/#/machines/5beaf8332cdb1500013cbe1c
94,5beaf89fe6774f0001bfb319,https://app.augury.com/#/machines/5beaf89fe6774f0001bfb319
95,5beb01b82cdb1500013cbedb,https://app.augury.com/#/machines/5beb01b82cdb1500013cbedb
96,5bec3d76e6774f0001bfe06e,https://app.augury.com/#/machines/5bec3d76e6774f0001bfe06e
97,5bec6d23e6774f0001bfe70d,https://app.augury.com/#/machines/5bec6d23e6774f0001bfe70d
98,5bec70b6e6774f0001bfe723,https://app.augury.com/#/machines/5bec70b6e6774f0001bfe723
99,5bec8c2c2cdb1500013cf41f,https://app.augury.com/#/machines/5bec8c2c2cdb1500013cf41f
100,5bec9f2ce6774f0001bfef0e,https://app.augury.com/#/machines/5bec9f2ce6774f0001bfef0e
101,5becab43e6774f0001bff00c,https://app.augury.com/#/machines/5becab43e6774f0001bff00c
102,5becb1d82cdb1500013cf9da,https://app.augury.com/#/machines/5becb1d82cdb1500013cf9da
103,5bed8d372cdb1500013d18df,https://app.augury.com/#/machines/5bed8d372cdb1500013d18df
104,5bfc4588ba56640001aede27,https://app.augury.com/#/machines/5bfc4588ba56640001aede27
105,5bfc45a4ba56640001aede3e,https://app.augury.com/#/machines/5bfc45a4ba56640001aede3e
106,5bfd60badb7af80001a2ad03,https://app.augury.com/#/machines/5bfd60badb7af80001a2ad03
107,5bfd60d0ba56640001af09c1,https://app.augury.com/#/machines/5bfd60d0ba56640001af09c1
108,5bfeb877db7af80001a2e9a3,https://app.augury.com/#/machines/5bfeb877db7af80001a2e9a3
109,5bfeb87adb7af80001a2e9aa,https://app.augury.com/#/machines/5bfeb87adb7af80001a2e9aa
110,5bfeb88fba56640001af4834,https://app.augury.com/#/machines/5bfeb88fba56640001af4834
111,5bfeb895ba56640001af4838,https://app.augury.com/#/machines/5bfeb895ba56640001af4838
112,5bfedd68db7af80001a2f526,https://app.augury.com/#/machines/5bfedd68db7af80001a2f526
113,5bfeddc9ba56640001af5375,https://app.augury.com/#/machines/5bfeddc9ba56640001af5375
114,5c00717fdb7af80001a340d0,https://app.augury.com/#/machines/5c00717fdb7af80001a340d0
115,5c019764db7af80001a377b5,https://app.augury.com/#/machines/5c019764db7af80001a377b5
116,5c01978bba56640001860b0d,https://app.augury.com/#/machines/5c01978bba56640001860b0d
117,5c019811db7af80001a377dd,https://app.augury.com/#/machines/5c019811db7af80001a377dd
118,5c028226db7af80001a3a3cb,https://app.augury.com/#/machines/5c028226db7af80001a3a3cb
119,5c06a33d2920b30001021079,https://app.augury.com/#/machines/5c06a33d2920b30001021079
120,5c06a36f2920b3000102108d,https://app.augury.com/#/machines/5c06a36f2920b3000102108d
121,5c06a3822920b30001021097,https://app.augury.com/#/machines/5c06a3822920b30001021097
122,5c06a4db282c1d0001fdc4b1,https://app.augury.com/#/machines/5c06a4db282c1d0001fdc4b1
123,5c06a66b2920b30001021155,https://app.augury.com/#/machines/5c06a66b2920b30001021155
124,5c06a6f4282c1d0001fdc56b,https://app.augury.com/#/machines/5c06a6f4282c1d0001fdc56b
125,5c06d481282c1d0001fdcec5,https://app.augury.com/#/machines/5c06d481282c1d0001fdcec5
126,5c06da942920b30001021bac,https://app.augury.com/#/machines/5c06da942920b30001021bac
127,5c07f71dda224b000158b6dd,https://app.augury.com/#/machines/5c07f71dda224b000158b6dd
128,5c07f72b27d50e0001905174,https://app.augury.com/#/machines/5c07f72b27d50e0001905174
129,5c08244127d50e0001905beb,https://app.augury.com/#/machines/5c08244127d50e0001905beb
130,5c0f9aad05fde70001df832a,https://app.augury.com/#/machines/5c0f9aad05fde70001df832a
131,5c0f9bf305fde70001df8416,https://app.augury.com/#/machines/5c0f9bf305fde70001df8416
132,5c13d73d8c236b000186dffc,https://app.augury.com/#/machines/5c13d73d8c236b000186dffc
133,5c14095c05fde70001e076db,https://app.augury.com/#/machines/5c14095c05fde70001e076db
134,5c141f5405fde70001e07cbc,https://app.augury.com/#/machines/5c141f5405fde70001e07cbc
135,5c14203405fde70001e07cca,https://app.augury.com/#/machines/5c14203405fde70001e07cca
136,5c1420738c236b000186f17f,https://app.augury.com/#/machines/5c1420738c236b000186f17f
137,5c19363e8c236b0001881f29,https://app.augury.com/#/machines/5c19363e8c236b0001881f29
138,5c19364f8c236b0001881f41,https://app.augury.com/#/machines/5c19364f8c236b0001881f41
139,5c19367b8c236b0001881f57,https://app.augury.com/#/machines/5c19367b8c236b0001881f57
140,5c1d7ac4c04d650001066076,https://app.augury.com/#/machines/5c1d7ac4c04d650001066076
141,5c1d7ad9c04d65000106607a,https://app.augury.com/#/machines/5c1d7ad9c04d65000106607a
142,5c31bbc672bfec0001c2c58a,https://app.augury.com/#/machines/5c31bbc672bfec0001c2c58a
143,5c3705801a0eab000159a23f,https://app.augury.com/#/machines/5c3705801a0eab000159a23f
144,5c370d761a0eab000159a4f2,https://app.augury.com/#/machines/5c370d761a0eab000159a4f2
145,5c370e058ec1be0001bfa610,https://app.augury.com/#/machines/5c370e058ec1be0001bfa610
146,5c3825288ec1be0001bfec03,https://app.augury.com/#/machines/5c3825288ec1be0001bfec03
147,5c3833d01a0eab000159ec0b,https://app.augury.com/#/machines/5c3833d01a0eab000159ec0b
148,5c3845dc8ec1be0001bff4bf,https://app.augury.com/#/machines/5c3845dc8ec1be0001bff4bf
149,5c3845fb8ec1be0001bff4c3,https://app.augury.com/#/machines/5c3845fb8ec1be0001bff4c3
150,5c3c95b843d3e10001cd49ac,https://app.augury.com/#/machines/5c3c95b843d3e10001cd49ac
151,5c477c6043d3e1000145c23e,https://app.augury.com/#/machines/5c477c6043d3e1000145c23e
152,5c477c7ca81e6a0001620295,https://app.augury.com/#/machines/5c477c7ca81e6a0001620295
153,5c477c8a43d3e1000145c242,https://app.augury.com/#/machines/5c477c8a43d3e1000145c242
154,5c477cdf43d3e1000145c248,https://app.augury.com/#/machines/5c477cdf43d3e1000145c248
155,5c51f4cce67aa10001539eb4,https://app.augury.com/#/machines/5c51f4cce67aa10001539eb4
156,5c51f5051485df00019a5839,https://app.augury.com/#/machines/5c51f5051485df00019a5839
157,5c51f5141485df00019a583d,https://app.augury.com/#/machines/5c51f5141485df00019a583d
158,5c51f51e1485df00019a5843,https://app.augury.com/#/machines/5c51f51e1485df00019a5843
159,5c51f5981485df00019a585f,https://app.augury.com/#/machines/5c51f5981485df00019a585f
160,5c51f6be1485df00019a58e5,https://app.augury.com/#/machines/5c51f6be1485df00019a58e5
161,5c51f6cae67aa10001539f7c,https://app.augury.com/#/machines/5c51f6cae67aa10001539f7c
162,5c51f6d81485df00019a58fb,https://app.augury.com/#/machines/5c51f6d81485df00019a58fb
163,5c51f8c71485df00019a5aa5,https://app.augury.com/#/machines/5c51f8c71485df00019a5aa5
164,5c51f908e67aa1000153a15a,https://app.augury.com/#/machines/5c51f908e67aa1000153a15a
165,5c51f92c1485df00019a5ab9,https://app.augury.com/#/machines/5c51f92c1485df00019a5ab9
166,5c51f972e67aa1000153a160,https://app.augury.com/#/machines/5c51f972e67aa1000153a160
167,5c535f03e67aa1000153ffee,https://app.augury.com/#/machines/5c535f03e67aa1000153ffee
168,5c5360a0e67aa10001540019,https://app.augury.com/#/machines/5c5360a0e67aa10001540019
169,5c5360a6e67aa1000154001d,https://app.augury.com/#/machines/5c5360a6e67aa1000154001d
170,5c5360ace67aa10001540023,https://app.augury.com/#/machines/5c5360ace67aa10001540023
171,5c5463dd1485df0001323398,https://app.augury.com/#/machines/5c5463dd1485df0001323398
172,5c5463ef1485df000132339c,https://app.augury.com/#/machines/5c5463ef1485df000132339c
173,5c5463fae67aa10001be72ef,https://app.augury.com/#/machines/5c5463fae67aa10001be72ef
174,5c5464021485df00013233a0,https://app.augury.com/#/machines/5c5464021485df00013233a0
175,5c54640a1485df00013233a4,https://app.augury.com/#/machines/5c54640a1485df00013233a4
176,5c5466151485df00013233c9,https://app.augury.com/#/machines/5c5466151485df00013233c9
177,5c54661fe67aa10001be7313,https://app.augury.com/#/machines/5c54661fe67aa10001be7313
178,5c546629e67aa10001be7317,https://app.augury.com/#/machines/5c546629e67aa10001be7317
179,5c5466301485df00013233cd,https://app.augury.com/#/machines/5c5466301485df00013233cd
180,5c5473521485df00013237ac,https://app.augury.com/#/machines/5c5473521485df00013237ac
181,5c54ad351485df0001324654,https://app.augury.com/#/machines/5c54ad351485df0001324654
182,5c57f243e67aa100012a3890,https://app.augury.com/#/machines/5c57f243e67aa100012a3890
183,5c59a2f0e67aa100012ab406,https://app.augury.com/#/machines/5c59a2f0e67aa100012ab406
184,5c5b19448a096500019ef6df,https://app.augury.com/#/machines/5c5b19448a096500019ef6df
